replication_type,replication_number,target_effect,original_authors_study_number,original_effect_size,replication_effect_size,replication_authors_study_number,replication_outcome,replication_outcome_bayesian,discipline,replication_method_differences,positive_control_evidence,IVs,DVs,other_outcomes,replication_open_materials_URL,replication_open_data_URL,replication_pre_reg_URL,original_study_article_URL,replication_study_article_URL,original_open_materials_URL,original_open_data_URL,original_pre_reg_URL,effect_description,design,effect_type,original_test_statistic,original_pvalue,original_N,replication_N,study_order_CS,RPP_study_number,Original_Article_Title
Many Labs 3,13,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=178) = +.8754,"Davis & Hicks (2016, TexasA&M) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,178,,,
Many Labs 3,14,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=119) = +.8349,"German et al. (2016, UCDavis) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,119,,,
Many Labs 3,15,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=242) = +1.0906,"Baranski et al. (2016, UCRiverside) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,242,,,
Many Labs 3,16,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=137) = +.7534,"Brown et al. (2016, UofF) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,137,,,
Many Labs 3,17,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=89) = +.8962,"Fletcher et al. (2016, UofSM) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,89,,,
Many Labs 3,18,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=81) = +.6584,"Re et al. (2016, UofT) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,81,,,
Many Labs 3,19,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=194) = +.8740,"Ebersole et al. (2016, UofV) Study 1",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,194,,,
Many Labs 3,20,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=95) = +.9611,"Cairo et al. (2016, VirginiaCU) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,95,,,
Many Labs 3,21,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=620) = +.8135,"Ebersole et al. (2016, mTurk) Study 2",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,620,,,
Many Labs 3,1,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=44) = +.77,"Bonfiglio et al. (2016, Ashland) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,44,,,
Many Labs 3,2,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=58) = +.07,"Hermann et al. (2016, Bradley) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,58,,,
Many Labs 3,3,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=23) = +.09,"Capaldi et al. (2016, Carleton) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,23,,,
Many Labs 3,4,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=39) = +.58,"Vaughn (2016, Ithaca) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,39,,,
Many Labs 3,5,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=52) = +.08,"Belanger et al. (2016, Miami) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,52,,,
Many Labs 3,6,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=159) = +.09,"Johnson et al. (2016, MichiganSU) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,159,,,
Many Labs 3,7,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=64) = +.65,"Allen (2016, MontanaSU) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,64,,,
Many Labs 3,8,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=68) = +.68,"Banks et al. (2016, NovaSU) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,68,,,
Many Labs 3,9,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=73) = +.03,"Wirth (2016, OSUNewark)",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,73,,,
Many Labs 3,10,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=52) = +.64,"Grahe et al. (2016, PacificLU) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,52,,,
Many Labs 3,11,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=53) = +.42,"Bernstein (2016, PSAbington) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,53,,,
Many Labs 3,12,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=65) = +.54,"Devos et al. (2016, SDSU) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,65,,,
Many Labs 3,13,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=109) = +.16,"Davis & Hicks (2016, TexasA&M) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,109,,,
Many Labs 3,14,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=63) = +.42,"German et al. (2016, UCDavis) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,63,,,
Many Labs 3,15,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=110) = +.11,"Baranski et al. (2016, UCRiverside) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,110,,,
Many Labs 3,16,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=72) = +.22,"Brown et al. (2016, UofF) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,72,,,
Many Labs 3,17,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=39) = +.05,"Fletcher et al. (2016, UofSM) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,39,,,
Many Labs 3,18,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=37) = +.49,"Re et al. (2016, UofT) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,37,,,
Many Labs 3,19,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=104) = +.04,"Ebersole et al. (2016, UofV) Study 1",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,104,,,
Many Labs 3,20,metaphoric restructuring effect,Boroditsky (2000) Study 1,d(N=56) = +.63 ± .56,d(N=51) = -.12,"Cairo et al. (2016, VirginiaCU) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,56,51,,,
Many Labs 3,1,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=77) = -.29,"Bonfiglio et al. (2016, Ashland) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,77,,,
Many Labs 3,2,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=112) = .00,"Hermann et al. (2016, Bradley) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,112,,,
Many Labs 3,3,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=37) = +.27,"Capaldi et al. (2016, Carleton) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,37,,,
Many Labs 3,4,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=86) = -.23,"Vaughn (2016, Ithaca) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,86,,,
Many Labs 3,5,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=91) = +.42,"Belanger et al. (2016, Miami) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,91,,,
Many Labs 3,6,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=303) = -.01,"Johnson et al. (2016, MichiganSU) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,303,,,
Many Labs 3,7,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=116) = +.07,"Allen (2016, MontanaSU) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,116,,,
Many Labs 3,8,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=122) = -.03,"Banks et al. (2016, NovaSU) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,122,,,
Many Labs 3,9,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=148) = -.05,"Wirth (2016, OSUNewark)",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,148,,,
Many Labs 3,10,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=99) = +.35,"Grahe et al. (2016, PacificLU) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,99,,,
Many Labs 3,11,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=103) = -.14,"Bernstein (2016, PSAbington) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,103,,,
Many Labs 3,12,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=133) = +.01,"Devos et al. (2016, SDSU) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,133,,,
Many Labs 3,13,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=171) = -.03,"Davis & Hicks (2016, TexasA&M) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,171,,,
Many Labs 3,14,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=114) = +.39,"German et al. (2016, UCDavis) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,114,,,
Many Labs 3,15,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=217) = +.21,"Baranski et al. (2016, UCRiverside) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,217,,,
Many Labs 3,16,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=129) = -.08,"Brown et al. (2016, UofF) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,129,,,
Many Labs 3,17,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=80) = +.103,"Fletcher et al. (2016, UofSM) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,80,,,
Many Labs 3,18,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=78) = +.15,"Re et al. (2016, UofT) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,78,,,
Many Labs 3,19,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=190) = +.15,"Ebersole et al. (2016, UofV) Study 1",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,190,,,
Many Labs 3,20,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=91) = +.24,"Cairo et al. (2016, VirginiaCU) ",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,91,,,
Many Labs 3,21,availability heuristic (word frequency),Tversky & Kahneman (1973) Study 3,d(N=152) = +.82 ± .35,d(N=591) = +.18,"Ebersole et al. (2016, mTurk) Study 2",,,Cognitive,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,152,591,,,
Many Labs 3,1,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=84) = +.01,"Bonfiglio et al. (2016, Ashland) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,84,,,
Many Labs 3,2,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=112) = +.41,"Hermann et al. (2016, Bradley) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,112,,,
Many Labs 3,3,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=32) = -.27,"Capaldi et al. (2016, Carleton) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,32,,,
Many Labs 3,4,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=88) = -.23,"Vaughn (2016, Ithaca) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,88,,,
Many Labs 3,5,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=89) = -.19,"Belanger et al. (2016, Miami) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,89,,,
Many Labs 3,6,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=240) = +.12,"Johnson et al. (2016, MichiganSU) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,240,,,
Many Labs 3,7,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=118) = +.12,"Allen (2016, MontanaSU) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,118,,,
Many Labs 3,8,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=126) = +.24,"Banks et al. (2016, NovaSU) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,126,,,
Many Labs 3,9,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=125) = +.29,"Wirth (2016, OSUNewark)",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,125,,,
Many Labs 3,10,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=96) = +.16,"Grahe et al. (2016, PacificLU) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,96,,,
Many Labs 3,11,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=100) = +.03,"Bernstein (2016, PSAbington) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,100,,,
Many Labs 3,12,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=133) = -.01,"Devos et al. (2016, SDSU) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,133,,,
Many Labs 3,13,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=170) = +.07,"Davis & Hicks (2016, TexasA&M) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,170,,,
Many Labs 3,14,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=109) = +.18,"German et al. (2016, UCDavis) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,109,,,
Many Labs 3,15,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=232) = +.02,"Baranski et al. (2016, UCRiverside) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,232,,,
Many Labs 3,16,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=129) = +.21,"Brown et al. (2016, UofF) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,129,,,
Many Labs 3,17,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=82) = -.39,"Fletcher et al. (2016, UofSM) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,82,,,
Many Labs 3,18,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=64) = -.11,"Re et al. (2016, UofT) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,64,,,
Many Labs 3,19,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=177) = +.03,"Ebersole et al. (2016, UofV) Study 1",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,177,,,
Many Labs 3,20,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=91) = +.20,"Cairo et al. (2016, VirginiaCU) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,91,,,
Many Labs 3,21,power boosts perspective taking effect,Galinsky et al. (2006) Study 2a,d(N=42) = +.77 ± .65,d(N=591) = -.06,"Ebersole et al. (2016, mTurk) Study 2",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,42,591,,,
Many Labs 3,1,embodiment of weight effect,"Jostmann, Lakens et al. (2009) Study 2",d(N=51) = +.59 ± .58,d(N=72) = -.12,"Bonfiglio et al. (2016, Ashland) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,51,72,,,
Many Labs 3,2,embodiment of weight effect,"Jostmann, Lakens et al. (2009) Study 2",d(N=51) = +.59 ± .58,d(N=109) = -.20,"Hermann et al. (2016, Bradley) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,51,109,,,
Many Labs 3,3,embodiment of weight effect,"Jostmann, Lakens et al. (2009) Study 2",d(N=51) = +.59 ± .58,d(N=39) = .10,"Capaldi et al. (2016, Carleton) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,51,39,,,
Many Labs 3,4,embodiment of weight effect,"Jostmann, Lakens et al. (2009) Study 2",d(N=51) = +.59 ± .58,d(N=64) = -.055,"Vaughn (2016, Ithaca) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,51,64,,,
Many Labs 3,5,embodiment of weight effect,"Jostmann, Lakens et al. (2009) Study 2",d(N=51) = +.59 ± .58,d(N=82) = -.12,"Belanger et al. (2016, Miami) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,51,82,,,
Many Labs 3,6,embodiment of weight effect,"Jostmann, Lakens et al. (2009) Study 2",d(N=51) = +.59 ± .58,d(N=274) = -.016,"Johnson et al. (2016, MichiganSU) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,51,274,,,
Many Labs 3,7,embodiment of weight effect,"Jostmann, Lakens et al. (2009) Study 2",d(N=51) = +.59 ± .58,d(N=109) = +.11,"Allen (2016, MontanaSU) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,51,109,,,
Many Labs 3,8,embodiment of weight effect,"Jostmann, Lakens et al. (2009) Study 2",d(N=51) = +.59 ± .58,d(N=85) = -.44,"Banks et al. (2016, NovaSU) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,51,85,,,
Many Labs 3,9,embodiment of weight effect,"Jostmann, Lakens et al. (2009) Study 2",d(N=51) = +.59 ± .58,d(N=127) = +.25,"Wirth (2016, OSUNewark)",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,51,127,,,
Many Labs 3,10,embodiment of weight effect,"Jostmann, Lakens et al. (2009) Study 2",d(N=51) = +.59 ± .58,d(N=103) = +.025,"Grahe et al. (2016, PacificLU) ",,,social,,,,,,,,,,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,51,103,,,
