rep.num,original.study.number,original.effect.size,replication.effect.size,replication.study.number,outcome,target.effect,rep.effort.type,IVs,DVs,replication.type,replication.method.differences,replication.positive.control.evidence,other.outcomes,discipline,rep.num.in.set,original.study.article.URL,replication.study.article.URL,replication.open.data.URL,replication.open.materials.URL,replication.pre.reg.URL,original.open.data.URL,original.open.materials.URL,original.pre.reg.URL,effect.description,design,statistical.effect.type,original.test.statistic,original.pvalue,original.N,replication.N,outcome.bayesian,study.order.CS,RPP.study.number,original.article.title
466,Oppenheimer & Monin (2009) Study 2a ,d(N=59) = +.69 ± .54,d(N=87) = +0.93,"John & Skorinko (2014,WPI)",,retroactive gambler's fallacy effect,Many Labs 1,,,,,,,cognitive,36,http://journal.sjdm.org/9609/jdm9609.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,59,87,,,,
467,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=84) = +0.42,"Bernstein (2014,abington)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,1,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,84,,,,
468,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=120) = +0.93,"Pilati (2014,brasilia)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,2,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,120,,,,
469,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=84) = +0.62,"Vranka (2014,Charles)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,3,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,84,,,,
470,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=95) = +1.22,"Nier (2014,Conncoll)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,4,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,95,,,,
471,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=96) = +0.42,"Rutchick (2014,CSUN)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,5,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,96,,,,
472,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=102) = +0.69,"Cheong (2014,Help)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,6,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,102,,,,
473,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=90) = +0.85,"Vaughn (2014,Ithaca)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,7,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,90,,,,
474,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=174) = +1.14,"Kurtz (2014,JMU)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,8,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,174,,,,
475,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=113) = +0.57,"Cemalcilar (2014,KU)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,9,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,113,,,,
476,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=112) = +0.85,"Packard (2014,Laurier)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,10,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,112,,,,
477,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=277) = +0.8,"Kappes (2014,LSE)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,11,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,277,,,,
478,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=146) = +1.00,"Huntsinger & Mallett (2014,Luc)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,12,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,146,,,,
479,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=98) = +0.88,"Morris (2014,McDaniel)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,13,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,98,,,,
480,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=85) = +0.91,"Furrow & Thompson (2014,MSVU)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,14,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,85,,,,
481,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=1000) = +0.7,"Schmidt & Nosek (2014, MTURK)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,15,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,1000,,,,
482,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=107) = +0.53,"Smith (2014,OSU)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,16,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,107,,,,
483,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=123) = +0.86,"Levitan (2014,Oxy)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,17,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,123,,,,
484,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=1329) = +0.74,"Schmidt & Nosek (2014,PI)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,18,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,1329,,,,
485,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=95) = +0.9,"Adams & Nelson (2014,PSU)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,19,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,95,,,,
486,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=103) = +0.85,"Brumbaugh & Storbeck (2014,QCCUNY) Study 1",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,20,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,103,,,,
487,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=86) = ?,"Brumbaugh & Storbeck (2014,QCCUNY2) Study 2",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,21,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,86,,,,
488,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=162) = +0.74,"Devos (2014,SDSU)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,22,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,162,,,,
489,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=79) = +0.64,"Bocian & Frankowska (2014,SWPS) Study 1",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,23,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,79,,,,
490,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=169) = +0.91,"Bocian & Frankowska (2014,SWPSON) Study 2",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,24,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,169,,,,
491,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=187) = +0.66,"Davis & Hicks (2014,TAMU) Study 1",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,25,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,187,,,,
492,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=87) = +0.66,"Hunt & Krueger (2014,TAMUC)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,26,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,87,,,,
493,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=225) = +0.99,"Davis & Hicks (2014,TAMUON) Study 2",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,27,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,225,,,,
494,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=80) = +0.74,"Brandt et al. (2014,Tilburg)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,28,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,80,,,,
495,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=127) = +1.49,"Klein et al. (2014,UFL)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,29,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,127,,,,
496,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=144) = +1.2,"Vianello & Galliani (2014,UNIPD)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,30,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,144,,,,
497,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=81) = +1.29,"Schmidt & Nosek (2014,UVA)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,31,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,81,,,,
498,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=108) = +0.94,"Hovermale & Joy-Gaba (2014,VCU)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,32,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,108,,,,
499,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=96) = +1.17,"Swol (2014,Wisc)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,33,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,96,,,,
500,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=103) = +0.82,"Wichman (2014,WKU)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,34,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,103,,,,
501,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=90) = +0.64,"Woodzicka (2014,WL)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,35,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,90,,,,
502,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +.93,d(N=87) = +0.78,"John & Skorinko (2014,WPI)",,implicit-explicit math attitude correlation,Many Labs 1,,,,,,,social,36,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,87,,,,
503,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=84) = +2.87,"Bernstein (2014,abington)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,1,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,84,,,,
504,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=120) = +2.34,"Pilati (2014,brasilia)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,2,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,120,,,,
505,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=84) = +1.57,"Vranka (2014,Charles)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,3,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,84,,,,
506,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=95) = +2.05,"Nier (2014,Conncoll)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,4,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,95,,,,
507,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=96) = +2.5,"Rutchick (2014,CSUN)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,5,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,96,,,,
508,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=102) = +2.74,"Cheong (2014,Help)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,6,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,102,,,,
509,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=90) = +2.8,"Vaughn (2014,Ithaca)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,7,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,90,,,,
510,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=174) = +2.14,"Kurtz (2014,JMU)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,8,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,174,,,,
511,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=113) = +1.98,"Cemalcilar (2014,KU)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,9,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,113,,,,
512,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=112) = +1.58,"Packard (2014,Laurier)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,10,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,112,,,,
513,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=277) = +1.95,"Kappes (2014,LSE)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,11,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,277,,,,
514,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=146) = +1.7,"Huntsinger & Mallett (2014,Luc)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,12,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,146,,,,
515,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=98) = +1.77,"Morris (2014,McDaniel)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,13,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,98,,,,
516,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=85) = +1.84,"Furrow & Thompson (2014,MSVU)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,14,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,85,,,,
517,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=1000) = +1.67,"Schmidt & Nosek (2014, MTURK)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,15,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,1000,,,,
518,Jacowitz & Kahneman (1995) ,d(N=156) = +.93,d(N=107) = +2.46,"Smith (2014,OSU)",,anchoring effect (population of Chicago),Many Labs 1,,,,,,"3 other anchoring DVs (babies, height of Everest, distance to NYC)",cognitive,16,http://facweb.plattsburgh.edu/wendy.braje/students/psy205/JKarticle.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,156,107,,,,
